seq	len	coverage	depth
8701	98	1	8.43877551020408
2281	65	0.984615384615385	0.984615384615385
1557	67	0	0
1486	127	1	4.88188976377953
20790	67991	0.919724669441544	2.3647835742966
6883	92	0	0
17557	80	0	0
5223	64	0	0
20645	11851	1	77.8400978820353
3648	75	1	8.81333333333333
3428	64	0	0
781	185	0	0
12841	124	0	0
8029	177	0.983050847457627	1.96610169491525
14430	73	0	0
8451	126	0	0
18362	64	0	0
1950	65	0	0
6987	66	0	0
11907	127	1	12.7007874015748
11023	66	0	0
19606	665	0	0
11272	123	0.975609756097561	1.90243902439024
12115	155	1	1.91612903225806
9867	73	0	0
5578	118	0.957627118644068	0.957627118644068
8268	191	1	1
13640	95	0	0
8723	127	1	20.5433070866142
1681	119	0.991596638655462	0.991596638655462
872	127	1	22.9055118110236
19826	753	1	4.68260292164675
6434	117	0	0
395	91	0	0
15954	88	1	1.95454545454545
18056	80	0	0
8910	142	0	0
4342	93	0	0
16984	128	0	0
19328	11616	0.860451101928375	2.18388429752066
18007	76	0	0
12109	66	0	0
8528	64	0	0
18251	138	0	0
9954	81	0	0
18721	67	1	1
18411	94	0	0
15719	124	1	8.86290322580645
12229	121	0	0
8661	2246	1	2.43410507569012
18491	123	0	0
12973	127	0	0
5117	140	0	0
19209	9585	1	2.97026604068858
19441	9196	0.840582862113963	3.1462592431492
1584	138	0	0
20581	580	1	2.94655172413793
14828	66	0	0
13840	67	0	0
18712	89	0	0
1675	64	0	0
17713	104	0	0
7219	78	0	0
11595	107	0	0
3903	126	0	0
2150	70	0	0
1318	127	1	23.8188976377953
18878	81	0	0
8704	83	1	2.5421686746988
8191	145	0	0
13545	64	1	2.796875
13219	262	1	141.328244274809
11279	73	0	0
1764	149	0.416107382550336	0.416107382550336
15327	75	0	0
11439	78	0	0
15624	128	0	0
16623	123	0	0
1098	116	0	0
8082	68	0	0
17092	159	1	4.35220125786164
8847	72	0	0
19676	45743	0.993725815971843	3.25558008875675
19245	7906	0.997596761952947	4.3727548697192
13056	127	1	21.4488188976378
6748	128	0	0
18035	127	0.968503937007874	0.968503937007874
11518	146	0	0
7830	75	0	0
18690	79	0	0
19681	43847	0.935708258261683	2.6383789084772
16912	127	1	20.6535433070866
19702	11420	0.911471103327496	5.54623467600701
5018	89	0	0
20129	1140	0.998245614035088	1.89561403508772
13038	68	0	0
184	64	0	0
14903	75	0	0
13804	131	0	0
13386	73	0	0
20685	1380	0.963768115942029	1.49492753623188
1570	196	1	1.95918367346939
13758	183	0	0
12821	68	0	0
5625	71	0	0
181	127	0.968503937007874	0.968503937007874
412	69	0	0
11073	141	0.978723404255319	0.978723404255319
6239	75	0	0
12333	94	0	0
16642	65	0	0
15790	149	0.979865771812081	1.94630872483221
9293	66	0	0
20535	11294	1	3.21489286346733
11069	134	0	0
1671	69	0	0
14209	159	1	1
14790	152	0	0
8476	96	0	0
4933	178	0	0
20613	14235	0.808640674394099	1.70916754478398
3935	140	0.992857142857143	0.992857142857143
6989	127	1	2.94488188976378
6471	128	1	2.953125
9688	127	1	3.96850393700787
9063	122	0.647540983606557	1.24590163934426
2543	64	0	0
8892	117	0	0
335	67	0	0
15103	70	0	0
16739	79	0	0
3531	226	0	0
20661	1962	1	43.8603465851172
12909	104	0	0
17140	103	0.990291262135922	1.83495145631068
9374	112	1	1
2791	65	0	0
19335	34734	0.844647895433869	2.23510105372258
20636	1472	0.435461956521739	0.580163043478261
8076	139	1	1
1867	578	1	4.67301038062284
20159	1152	1	1
18776	64	0	0
15772	127	1	15.4330708661417
2505	114	1	3.96491228070175
3533	127	0.952755905511811	0.952755905511811
11489	12135	0.919653893695921	3.73333333333333
9881	69	0	0
9110	127	0	0
14440	127	0	0
13028	3546	1	1.8288212069938
1289	118	1	4.61864406779661
20039	2483	0.216673378977044	0.233991139750302
16140	230	0	0
9716	86	0	0
10729	144	1	1
841	194	0	0
1898	152	0	0
14066	7176	0.802954292084727	1.34183389074693
7869	105	0	0
19014	160	1	30.29375
17478	82	0	0
91	65	0	0
7402	109	1	2
19268	585	0.246153846153846	0.246153846153846
18279	121	0	0
8001	163	1	1.96319018404908
3563	191	1	2.07329842931937
8324	150	0	0
17282	111	1	1.97297297297297
11177	120	0	0
563	127	0	0
18719	182	0	0
17578	122	0	0
12688	75	0	0
10646	105	0	0
3248	103	0	0
20676	104267	0.940940086508675	3.0699070655145
15367	99	0.98989898989899	0.98989898989899
6085	119	0	0
7549	66	0	0
18609	192	0.328125	0.328125
8899	117	0.982905982905983	2.57264957264957
8745	68	0	0
13439	191	1	115.078534031414
12280	70	0	0
68	77	0	0
17564	79	0	0
18229	72	0	0
10215	107	0	0
7209	77	0	0
6069	179	0.960893854748603	0.960893854748603
16674	149	0	0
15152	172	0.994186046511628	0.994186046511628
14016	127	1	1
16917	137	0	0
5934	72	0	0
10363	92	0	0
7262	70	0	0
13727	126	1	10.4206349206349
6322	87	0	0
15220	127	1	18.8346456692913
5632	127	0	0
2911	67	0	0
10265	82	0	0
2418	127	1	33.8110236220472
19632	3162	1	7.36053130929791
305	166	0.957831325301205	1.83734939759036
11475	120	0	0
15174	64	0	0
928	171	0	0
19354	860	1	2.96860465116279
12199	143	0	0
8889	127	1	5.8740157480315
1644	78	0	0
18699	72	0	0
6506	156	1	1.94871794871795
12654	70	0	0
20860	41226	0.805025954494736	2.15987483626837
3245	104	0	0
14276	72	0	0
17792	127	1	10.9055118110236
19495	657	0	0
158	190	0	0
20577	38057	0.973329479465013	3.43729143127414
19951	2117	0.998110533774209	1.68823807274445
3832	66	0	0
4928	127	0	0
18761	182	1	1.93956043956044
11335	120	0	0
9563	118	0	0
8376	127	1	31.5905511811024
17515	86	0.953488372093023	0.953488372093023
13943	146	0.986301369863014	0.986301369863014
36	117	1	3.83760683760684
1418	100	0	0
6485	123	0.83739837398374	0.83739837398374
17346	104	0	0
18994	127	1	20.6141732283465
16561	12375	1	2.00993939393939
16910	107	0	0
1791	64	0	0
20069	56241	0.870183673832258	2.99598157927491
10101	66	0	0
11269	133	0	0
12526	213	0.985915492957746	0.985915492957746
16825	148	0	0
11864	127	0	0
2769	68	0	0
6060	180	1	6.81666666666667
15814	176	0	0
20029	14510	0.629014472777395	2.29924190213646
19420	37153	0.56727585928458	1.83737517831669
9924	88	0	0
1018	127	0	0
10575	102	0	0
1125	94	0	0
20596	711	1	164.153305203938
5696	75	0	0
15556	77	1	1.53246753246753
998	87	0	0
18357	66	0.666666666666667	0.666666666666667
17535	121	0	0
12102	116	1	1.99137931034483
3880	87	0	0
20418	8441	0.852861035422343	2.89290368439758
4757	65	0	0
3947	78	0.987179487179487	0.987179487179487
3192	71	0	0
2076	133	1	3.87218045112782
4294	130	0	0
5159	127	0	0
1545	116	0.982758620689655	0.982758620689655
16866	164	1	2.98170731707317
1773	154	0	0
1058	78	1	4.94871794871795
18267	137	0.992700729927007	0.992700729927007
16732	72	0	0
15412	80	0	0
16262	127	0	0
17526	104	0	0
14128	168	0	0
17123	101	0	0
16402	65	0	0
12493	98	0	0
15846	82	0	0
8225	151	0	0
20694	48726	1	3.47666543529122
5299	95	0	0
4978	101	0	0
13304	74	0	0
18979	82	0	0
1335	188	0.973404255319149	0.973404255319149
7412	143	0	0
4652	72	0	0
12578	2537	1	4.36657469452109
10891	127	0	0
3974	73	0	0
4847	100	0	0
8098	143	0	0
3918	72	0	0
3409	661	1	3.62783661119516
19286	86280	0.998632359758924	3.63486323597589
8106	117	0	0
11258	127	0	0
11149	119	0	0
6588	67	1	1
2351	74	0	0
729	139	0	0
12010	118	0.966101694915254	0.966101694915254
16544	71	1	20.7183098591549
2553	169	0	0
1231	127	0	0
14722	77	0.974025974025974	1.8961038961039
2446	115	0	0
13261	73	1	2
16827	166	0	0
16536	127	0.976377952755906	0.976377952755906
14146	86	0	0
10986	68	0	0
319	127	0	0
18154	68	0	0
16329	64	0	0
11215	97	0.721649484536082	1.02061855670103
13838	86	0	0
12516	66	0	0
20584	829	1	66.0180940892642
16919	75	0	0
20708	44024	0.964837361439215	2.70963565328003
9657	65	0	0
9889	114	0	0
4566	137	0	0
8547	66	0	0
15217	120	1	38.2416666666667
7445	163	0.950920245398773	0.950920245398773
10048	119	0	0
19507	45972	1	3.7729269990429
12172	66	0	0
15679	130	0	0
13900	142	1	28.8169014084507
11460	119	0	0
2103	414	1	1.99275362318841
20869	7712	1	5.44113070539419
12740	126	0	0
12203	76	0	0
8396	105	0	0
4783	69	0	0
6271	66	0	0
1118	87	0	0
20367	974	0	0
16019	119	0.53781512605042	3.17647058823529
1575	196	1	37.9438775510204
7732	123	0	0
20600	6065	1	3.91343775762572
11673	127	1	1
6938	127	1	24.1574803149606
5564	125	1	1.992
8628	73	0	0
19712	7253	1	4.77374879360265
5683	258	0.965116279069767	0.965116279069767
14391	64	0	0
10954	103	0	0
336	127	0.551181102362205	0.551181102362205
4998	132	0	0
10464	94	0	0
5247	135	0	0
4945	159	0	0
2532	71	1	1
14609	166	1	1
6449	90	0	0
15865	157	0	0
19778	6006	1	2.94305694305694
11122	151	0	0
16957	270	0	0
6842	172	0	0
20363	2991	0.378134403209629	0.641591440989636
92	144	0	0
13090	122	1	1.92622950819672
18807	127	1	18.7165354330709
20285	73755	0.776476171107044	2.01965968408921
19539	13370	0.915033657442034	3.24338070306657
14625	163	0.797546012269939	0.797546012269939
2787	117	0	0
2433	127	1	4.92913385826772
20799	9880	1	4.84372469635628
5777	166	1	1
8069	82	0	0
7610	120	1	12.675
14444	68	0	0
8429	150	0.993333333333333	0.993333333333333
1094	125	1	16.712
12925	116	0	0
15173	121	0	0
11833	78	0	0
995	71	0	0
7708	127	1	32.740157480315
14015	71	0	0
7073	69	0	0
4521	125	1	4.896
20317	2319	1	1.34282018111255
20448	1657	1	2.94146047073024
20856	2582	0.980635166537568	6.10457010069713
13352	88	0	0
12297	127	1	29.0236220472441
18485	68	0	0
14313	98	0.938775510204082	0.938775510204082
13698	131	0	0
19	85	0	0
16996	119	0.974789915966387	0.974789915966387
12485	165	0	0
19434	38773	0.775333350527429	1.54904185902561
1030	191	0	0
2730	68	0	0
763	66	0	0
14294	115	0.991304347826087	0.991304347826087
17274	537	0.998137802607076	0.998137802607076
7853	165	0.993939393939394	0.993939393939394
5948	72	0	0
12786	128	0	0
17496	109	0	0
20766	11274	1	3.07858790136597
15067	66	0	0
5191	67	0	0
3761	75	0	0
4883	66	0	0
4805	93	0	0
12747	91	0	0
12320	86	1	1
13335	127	1	2
8420	85	1	1
1998	64	0	0
6774	78	0	0
2930	76	0	0
18911	109	0	0
1367	94	0	0
9352	105	1	1
14056	121	0	0
5236	103	0	0
19663	2731	1	6.14280483339436
17819	120	0	0
12211	123	0	0
10243	158	1	4.95569620253165
7169	151	0	0
7992	83	0	0
3117	126	0	0
14138	67	0	0
12183	70	0	0
2463	138	1	1
12656	141	1	5.84397163120567
4332	69	0	0
16072	82	0	0
13659	165	1	2
12293	149	0	0
14930	113	0	0
5976	69	0	0
17306	124	0	0
12031	75	0	0
6532	66	0	0
4500	119	1	9.8655462184874
2380	81	0	0
12555	127	0	0
3549	149	1	5.87919463087248
18038	79	0	0
7241	69	0	0
5517	127	1	4.95275590551181
14718	129	0	0
13460	68	0	0
12323	64	0	0
2777	64	0	0
11523	140	0	0
20379	4196	1	3.65538608198284
9091	84	0	0
20299	372	0.973118279569892	0.973118279569892
8912	107	0	0
16960	166	0	0
17255	81	0	0
10064	65	0	0
7049	74	0	0
11652	64	0	0
19614	2404	1	64.2192179700499
2523	196	1	3.70408163265306
14851	127	0	0
11640	168	0	0
6458	97	0	0
8627	134	1	19.9402985074627
31	202	1	36.4356435643564
8000	127	1	14.8110236220472
18338	130	0	0
12196	86	0	0
19478	778	0.994858611825193	1.97172236503856
13488	71	0	0
12567	155	0	0
2307	120	1	5.89166666666667
2706	68	0	0
20162	958	0.995824634655532	2.95198329853862
4439	66	1	1.93939393939394
18831	127	0	0
8736	73	0	0
5444	64	0	0
19575	479	1	3.1356993736952
19682	19713	1	3.29396844721757
5104	83	0	0
968	78	0	0
675	117	1	5.60683760683761
18828	65	0	0
8118	171	0	0
8312	70	0	0
8807	79	0	0
4969	101	0	0
4722	90	0	0
8337	64	0	0
431	73	0	0
19255	908	1	3.76541850220264
3541	133	0	0
20495	1260	1	1
7134	78	0	0
11379	113	0	0
4729	69	0	0
14225	77	0	0
12220	127	0	0
11382	125	0	0
3008	109	1	1
20646	15515	0.912922977763455	2.08810828230744
7958	128	0	0
20651	66517	0.854683765052543	2.59843348316972
11692	108	0	0
4000	103	1	5.67961165048544
12883	121	0	0
20725	28313	0.98636668668103	2.95789919824815
6137	127	0	0
662	70	0.957142857142857	0.957142857142857
19983	4128	1	1.91860465116279
168	75	0	0
12763	120	0	0
4789	128	0	0
16195	202	1	4.91089108910891
10867	279	0.992831541218638	0.992831541218638
10030	146	1	3.97945205479452
178	127	0	0
3992	80	0	0
124	127	0	0
17002	144	0	0
10112	86	0	0
6267	91	1	3.96703296703297
20527	6483	0.618232299861175	1.14807959278112
17960	136	1	12.875
16289	96	0	0
11742	86	1	3.34883720930233
11436	167	0	0
10771	127	0.992125984251969	0.992125984251969
16586	877	1	67.2326111744584
8394	75	0.96	0.96
12420	89	0	0
20390	1871	1	3.01549973276323
11386	130	0	0
5672	120	1	1.90833333333333
9651	70	0	0
2259	67	0	0
11364	125	1	1
20567	1041	1	6.65802113352546
716	70	0	0
5294	71	0	0
940	114	0.982456140350877	1.92982456140351
18121	64	0	0
19097	639	1	56.6009389671362
5607	70	0	0
21	71	0	0
5313	153	0	0
4862	88	0	0
4360	65	0	0
15419	67	0	0
13441	85	0	0
11649	165	0.987878787878788	0.987878787878788
10329	110	1	4.95454545454545
8198	68	0	0
1460	68	0	0
2500	127	1	8.92125984251969
16399	95	1	3.84210526315789
17331	131	1	1
14478	116	0.543103448275862	1.56034482758621
2838	171	0	0
17774	116	0	0
6996	94	0	0
20370	4987	0.998796871866854	3.66312412271907
20607	1030	1	61.9718446601942
14817	122	0	0
13568	84	0	0
11915	129	0	0
18441	80	0	0
11084	124	0	0
16683	99	0	0
16726	128	1	1
4620	141	1	9.79432624113475
20713	17697	1	3.15415042097531
16939	74	0	0
5487	92	0	0
14375	78	0	0
17398	161	1	2.77018633540373
20770	84199	0.903680566277509	2.78962933051461
7032	134	0	0
10377	127	1	1.98425196850394
18290	102	0	0
17101	92	0	0
20478	15113	0.934890491629723	1.45199497121683
18853	129	0.930232558139535	0.930232558139535
12797	127	0.94488188976378	0.94488188976378
16136	88	1	1.97727272727273
10821	106	1	7.9622641509434
11753	67	0	0
8440	127	1	33.6614173228346
17916	182	1	24.8296703296703
7624	151	0	0
2461	75	0	0
6880	73	1	6.82191780821918
20399	43107	0.992251838448512	4.2528127682279
405	154	1	1.99350649350649
507	83	0	0
20089	23825	0.995844700944386	2.39689401888772
15255	73	0	0
16615	69	0	0
6110	127	1	11.8818897637795
1734	139	0	0
18468	83	0	0
12699	131	0	0
11281	72	0	0
9396	66	0	0
20458	2223	0	0
13708	79	0	0
12429	139	0	0
12022	127	1	1.99212598425197
19646	59001	0.966305655836342	3.06764292130642
12077	65	0	0
9168	69	0	0
392	76	0	0
19966	8116	1	3.44418432725481
19771	39310	0.998575426100229	3.00307809717629
12614	146	0.938356164383562	0.938356164383562
7484	127	1	33.9448818897638
20652	2114	0.940397350993378	22.3363292336802
17427	70	0	0
10899	68	0	0
9770	113	1	2.83185840707965
7784	94	0	0
12943	146	0	0
3360	66	0	0
18580	150	0	0
14397	77	0	0
2457	105	1	1
18543	127	1	1.99212598425197
7494	82	0	0
4065	148	0	0
4009	75	0	0
14130	86	0	0
18594	65	0	0
15645	69	0	0
18403	70	0	0
9207	67	0	0
8619	68	0	0
16740	196	0.994897959183674	0.994897959183674
13003	83	0	0
20871	17598	0.958745311967269	3.93692465052847
1355	121	0	0
2231	121	0.520661157024793	0.520661157024793
18615	64	0	0
9116	78	0	0
8084	136	1	19.0073529411765
5904	120	0	0
3231	149	0.664429530201342	0.664429530201342
3095	149	0	0
916	129	0.968992248062015	0.968992248062015
20803	104020	0.922745625841184	2.62872524514516
2043	67	0	0
12933	159	0.911949685534591	0.911949685534591
9437	90	0	0
7893	119	0.529411764705882	0.529411764705882
19554	1095	1	3.75068493150685
329	84	0	0
787	107	0	0
1902	131	0	0
19374	3475	0.461007194244604	0.461007194244604
5216	116	1	2.93965517241379
1866	67	0	0
6316	74	0.959459459459459	4.44594594594595
8825	127	0	0
1310	166	0	0
11008	81	0	0
20627	691	0.318379160636758	0.318379160636758
10510	64	0	0
2115	89	0	0
19896	513	1	2.55555555555556
4703	83	0	0
4357	67	0	0
13068	80	0	0
1239	131	0	0
6306	133	0.947368421052632	0.947368421052632
20815	15080	1	5.99038461538461
6939	85	0	0
12691	121	0	0
16889	74	0	0
19465	5034	1	4.61323003575685
18392	127	0	0
16391	74	0	0
17650	127	0	0
8956	127	1	1.94488188976378
7962	89	0	0
1809	72	0	0
2744	1518	1	3.61133069828722
12364	110	0	0
9848	127	0.976377952755906	0.976377952755906
2559	181	1	1
4796	127	0	0
5890	66	0	0
60	78	0	0
1245	92	0.956521739130435	1.90217391304348
18360	109	0.990825688073395	1.96330275229358
1400	137	1	14.3941605839416
2615	66	0	0
17121	70	0	0
13955	68	0	0
11327	133	0	0
17104	102	1	1
12138	64	0	0
5245	93	0	0
3085	189	1	2
17595	96	0	0
10664	127	0	0
427	95	0.989473684210526	0.989473684210526
12999	127	1	14.8976377952756
6593	70	0	0
20097	23382	0.999871696176546	3.94705328885467
14528	179	1	2
15078	127	1	16.9527559055118
3464	140	0	0
650	104	0	0
13802	67	0	0
13470	119	0	0
895	127	1	18.1574803149606
17058	75	0	0
10999	127	0	0
5237	187	0.545454545454545	0.545454545454545
20045	25985	0.964094670001924	3.10944775832211
1910	70	0	0
2762	127	1	16.8267716535433
15935	91	0	0
3076	74	1	1.95945945945946
