seq	len	coverage	depth
scaffold477_52.2|ref0001296	32846	0.998416854411496	4.48636059185289
scaffold179_56.1|ref0002032	12139	0.992585880220776	7.10058489167147
C8325_17.0|ref0002387	149	1	5.73825503355705
C8329_57.0|ref0000332	149	0.463087248322148	0.463087248322148
C7352_63.0|ref0002648	124	0	0
C7600_37.0|ref0001578	131	1	49.8625954198473
C5568_63.0|ref0000529	100	0	0
C13903_61.0|ref0000407	1169	1	1.99144568006843
C6300_63.0|ref0002835	106	0	0
scaffold455_54.3|ref0001810	12880	1	5.2638198757764
C6934_62.0|ref0000224	115	1	1.97391304347826
scaffold123_59.6|ref0002197	3746	0.9893219434063	2.62706887346503
C5668_63.0|ref0001192	100	0	0
C7192_236.0|ref0000417	120	0	0
C6580_63.0|ref0002775	109	0.935779816513762	0.935779816513762
C12677_62.0|ref0002236	494	1	102.208502024292
C9303_60.0|ref0000440	174	1	1
C7614_63.0|ref0002005	131	0	0
C7702_63.0|ref0002624	133	0.992481203007519	0.992481203007519
C6936_145.0|ref0000293	115	0	0
scaffold387_56.6|ref0001337	853	1	9.87221570926143
scaffold303_63.0|ref0002645	673	0.637444279346211	6.40564635958395
C10539_63.0|ref0001826	226	1	1.98672566371681
C10963__6.0|ref0002206	249	0	0
C8055_10.0|ref0002507	143	0	0
C6076_62.0|ref0001779	104	0	0
scaffold254_53.2|ref0000176	39016	0.999461759278245	7.38573918392454
C5812_69.0|ref0001952	102	1	1
C6532__3.0|ref0002673	108	0.953703703703704	0.953703703703704
scaffold167_61.3|ref0002492	589	0	0
C6930_63.0|ref0001770	114	0	0
C8031__6.0|ref0001447	142	0	0
C6510__5.0|ref0002396	108	1	4.50925925925926
scaffold221_55.6|ref0001795	1769	0.981910684002261	2.8208027133974
C12135_52.0|ref0000553	369	0	0
C8123_121.0|ref0001277	144	0	0
C7070_63.0|ref0000851	118	0	0
C11369_92.0|ref0002231	276	1	220.394927536232
C9457_63.0|ref0001976	182	1	5.13186813186813
scaffold339_51.3|ref0000708	47913	1	3.31494583933379
C9951_116.0|ref0001138	201	1	2
C12491_99.0|ref0000978	455	1	5.24395604395604
C7920_58.0|ref0002459	140	0	0
scaffold216_66.7|ref0001365	5865	1	140.578175618073
C11315_63.0|ref0001182	271	1	4.97047970479705
C5806_63.0|ref0000409	102	0	0
C5574_63.0|ref0001437	100	0	0
C7216_77.0|ref0000912	121	0	0
C10339_63.0|ref0001819	216	1	3
C8365__4.0|ref0000786	149	0	0
C6114_76.0|ref0001607	104	0	0
C9623_63.0|ref0002734	187	0.967914438502674	0.967914438502674
C8423_24.0|ref0001800	151	1	12.3774834437086
C12831_62.0|ref0000577	536	1	13.9421641791045
C11205_102.0|ref0002467	262	1	1.99236641221374
C8963_60.0|ref0002266	163	0.932515337423313	0.932515337423313
C11711_63.0|ref0000922	306	1	5.77777777777778
C13485_63.0|ref0000592	814	1	9.85749385749386
C6062_62.0|ref0002420	104	0	0
C8717_63.0|ref0001229	156	0.711538461538462	0.711538461538462
C13737_61.0|ref0002616	1009	1	1.43508424182359
C10077_63.0|ref0002512	205	0.980487804878049	0.980487804878049
C7402_63.0|ref0002122	125	0	0
C6286_131.0|ref0000530	106	0	0
C6822_63.0|ref0002093	113	1	2.99115044247788
C11231_50.0|ref0000199	263	1	7.5893536121673
C6348_63.0|ref0002374	106	0	0
C8641__6.0|ref0002828	154	0.525974025974026	1.51298701298701
C8859_60.0|ref0000120	160	0	0
C6032_63.0|ref0001750	103	0	0
C6956_63.0|ref0001281	115	0	0
C8331_63.0|ref0001213	149	0	0
C7804__7.0|ref0000356	136	0	0
C8455_63.0|ref0001669	152	1	1
C7967_61.0|ref0001629	141	0	0
C5968_63.0|ref0000186	103	0	0
C6284_41.0|ref0000663	106	0	0
C10623_63.0|ref0000300	230	1	5.93478260869565
C6928_61.0|ref0001941	114	0	0
C6320_62.0|ref0001597	106	0	0
C9305_119.0|ref0002232	174	0.988505747126437	0.988505747126437
C5554_114.0|ref0002234	100	0.87	0.87
C11259_56.0|ref0002177	265	1	1
C6948_62.0|ref0002168	115	1	1.98260869565217
C7206_63.0|ref0000472	120	0	0
C7062_61.0|ref0001425	118	1	1
C7002_56.0|ref0002316	117	0	0
scaffold81_52.3|ref0002656	42937	0.934508698791252	4.68071826163915
C7596_63.0|ref0000130	131	0	0
C16281_53.0|ref0000688	13604	1	4.39664804469274
scaffold188_69.9|ref0001973	2198	1	10.3980891719745
C6966_65.0|ref0001041	116	1	1.92241379310345
C7298_57.0|ref0001248	122	0	0
C8107_45.0|ref0000299	144	0.854166666666667	0.854166666666667
C8199_63.0|ref0001364	146	0	0
C7330_56.0|ref0000175	123	0	0
scaffold38_54.3|ref0000711	165419	0.991325059394628	6.01816599060567
C6896_62.0|ref0000363	114	0	0
scaffold269_53.2|ref0000126	19549	1	5.61527443859021
scaffold394_54.3|ref0002566	38865	1	6.73181525794417
scaffold344_50.2|ref0000161	1507	1	4.38420703384207
scaffold150_54.3|ref0002019	5262	0.991448118586089	7.2690992018244
C7840_62.0|ref0001929	137	0	0
scaffold396_71.1|ref0001585	1290	1	5.33100775193798
C6698_123.0|ref0001417	111	0	0
scaffold428_52.7|ref0000598	123261	0.999018343190466	5.3793819618533
C8101_48.0|ref0002677	144	0	0
scaffold507_53.4|ref0002627	117110	0.999974383058663	5.03307147126633
C8097_27.0|ref0001126	144	1	2.91666666666667
C8871_63.0|ref0001488	160	0.98125	0.98125
C7928_55.0|ref0000204	140	0	0
C9907_57.0|ref0001781	199	1	2.98492462311558
C7706_63.0|ref0000159	133	0	0
C9879_63.0|ref0002126	198	1	2.98989898989899
scaffold50_56.4|ref0001512	5159	1	8.39639465012599
C7032_63.0|ref0000352	117	0	0
C11407_59.0|ref0001575	280	1	2.93214285714286
scaffold48_58.1|ref0002672	2999	1	5.19173057685895
C6002_74.0|ref0001108	103	0	0
C10099_63.0|ref0001310	206	1	2.76699029126214
C10679_61.0|ref0000785	233	1	5.81545064377682
C11079_63.0|ref0000219	255	0.996078431372549	0.996078431372549
C5590_63.0|ref0000692	100	0.98	0.98
scaffold89_63.2|ref0000244	4588	1	96.1556233653008
C7844__4.0|ref0001735	138	0	0
scaffold322_52.5|ref0000674	15792	1	6.76317122593718
C7222_49.0|ref0000017	121	0	0
C9535_62.0|ref0002674	185	1	4.60540540540541
C8909_23.0|ref0002545	162	1	6
C10505_57.0|ref0001072	224	1	3
C11241_63.0|ref0001778	264	1	10.8674242424242
C6574_63.0|ref0000427	109	1	1
C7660_63.0|ref0002591	132	0	0
C6708_100.0|ref0000760	111	0	0
C8415_52.0|ref0002875	151	1	14.046357615894
scaffold298_54.3|ref0000987	56675	0.990260255844729	5.60215262461403
C9403_63.0|ref0001204	179	0.988826815642458	0.988826815642458
C6792_63.0|ref0001411	112	0	0
scaffold168_52.8|ref0000974	55866	0.992857909998926	6.15793147889593
C6400_60.0|ref0000040	107	0	0
C16621_53.0|ref0002061	19574	0.940380096045775	2.31378359047716
C9043_62.0|ref0001098	163	0	0
C8431_63.0|ref0002066	151	0	0
C7012_61.0|ref0002826	117	0	0
C11875_79.0|ref0000580	328	1	5.83536585365854
C9029_25.0|ref0001003	163	1	48.558282208589
C8973_61.0|ref0001431	163	0	0
scaffold30_61.9|ref0000855	751	0.77762982689747	6.6138482023968
scaffold20_61.0|ref0000153	889	0.7570303712036	1.81214848143982
C11413_73.0|ref0001529	280	0	0
C7242_36.0|ref0001031	121	0	0
C6484_13.0|ref0001304	108	1	2.75
C7624_63.0|ref0001997	131	0	0
C7218_63.0|ref0001765	121	0	0
scaffold286_55.6|ref0001528	9092	0.996700395952486	5.71777386713594
scaffold460_52.4|ref0000364	1410	0.845390070921986	0.845390070921986
C7712_50.0|ref0001657	133	1	1
scaffold425_52.8|ref0002328	83340	0.99902807775378	6.70844732421406
C7064_121.0|ref0002361	118	0	0
scaffold439_56.4|ref0000510	2059	1	3.67459932005828
scaffold399_53.4|ref0002255	38691	1	5.40960430074177
C8683__9.0|ref0001274	155	0.961290322580645	0.961290322580645
C8839_63.0|ref0000035	160	0.75	1.38125
C5958_63.0|ref0001944	103	0	0
C17135_53.0|ref0002737	41733	1	5.41846979608463
C10113_63.0|ref0000772	206	1	4.92233009708738
C11295_63.0|ref0002363	269	1	2.94052044609665
scaffold467_55.8|ref0002295	6023	1	4.6013614477835
C7532_59.0|ref0002380	129	0	0
C6704_59.0|ref0002443	111	0	0
scaffold371_53.9|ref0001093	56467	1	4.82198452193316
C6888_74.0|ref0001830	114	1	1
C8469_63.0|ref0001258	152	1	2.90789473684211
scaffold360_53.2|ref0001571	39944	0.999974964950931	6.12923092329261
C6692_63.0|ref0002805	111	0	0
scaffold82_53.2|ref0000194	89598	0.999866068439028	5.46973146722025
scaffold495_52.2|ref0001174	58068	0.998260659915961	4.61905007921747
C10445_63.0|ref0000087	221	0	0
C8689_23.0|ref0001610	155	0	0
C10181_59.0|ref0000859	209	1	1
C7732_57.0|ref0002039	134	0.977611940298508	0.977611940298508
C7682_61.0|ref0001730	133	1	3.94736842105263
C9595_63.0|ref0002749	186	0	0
C5576_63.0|ref0001932	100	0	0
scaffold338_51.7|ref0002479	15055	1	5.65579541680505
C6132_63.0|ref0001451	104	0	0
scaffold19_57.2|ref0000576	10208	1	4.39958855799373
C12053_84.0|ref0000240	356	1	10.626404494382
C15957_54.0|ref0000763	10208	1	5.42584247648903
C7386_113.0|ref0000425	125	1	1.984
C8873_62.0|ref0001993	160	0.96875	0.96875
C7078_63.0|ref0002186	118	0	0
C7638_63.0|ref0002096	132	0	0
C10661_117.0|ref0001345	232	1	4.72413793103448
C13065_47.0|ref0001494	610	1	1
C6390_63.0|ref0001768	107	1	1
C8261_63.0|ref0000622	147	0.959183673469388	0.959183673469388
scaffold375_54.3|ref0000308	281192	0.989028848615892	5.0564169677658
C9031_58.0|ref0000267	163	1	3.98773006134969
C7862_63.0|ref0001205	138	0	0
C6244_63.0|ref0000731	105	0	0
scaffold160_54.5|ref0001966	5939	0.995790537127463	6.39872032328675
C8361_63.0|ref0000131	149	0.986577181208054	1.96644295302013
scaffold431_51.4|ref0001147	47253	0.977609887202929	3.71015596893319
C8179_63.0|ref0002148	146	0	0
C7376_52.0|ref0002013	124	0	0
C8765_27.0|ref0001698	157	0.745222929936306	1.72611464968153
C12551_63.0|ref0000123	470	1	7.41702127659574
C7800_61.0|ref0000594	136	0	0
C5666__2.0|ref0002696	100	0.58	0.58
C6842__4.0|ref0001177	113	0	0
scaffold359_53.4|ref0000863	100355	0.995097404215037	6.2094365004235
C5762_63.0|ref0000152	101	0	0
scaffold169_56.1|ref0001933	6482	1	3.62511570502931
C15667_54.0|ref0001643	7637	0.99960717559251	7.86971323818253
scaffold220_55.2|ref0002484	2492	0.987961476725522	3.0838683788122
C5766_63.0|ref0001190	101	0	0
scaffold347_84.3|ref0000125	508	1	6.40748031496063
C9045_42.0|ref0001895	163	0	0
C6082_63.0|ref0000512	104	0	0
C5548_63.0|ref0001956	100	0	0
C8301_36.0|ref0000608	148	0	0
scaffold379_52.4|ref0000394	125888	0.997180033045247	5.53922534316218
C10925_63.0|ref0000451	246	1	3.98780487804878
C8897_58.0|ref0001519	162	0	0
scaffold190_52.4|ref0000026	11999	0.975247937328111	7.64497041420118
scaffold320_54.0|ref0001636	1919	0.999478895257947	2.31266284523189
C6978_62.0|ref0001128	116	0	0
C5838_63.0|ref0000540	102	0	0
C7438_48.0|ref0001121	126	1	12.547619047619
C6428_63.0|ref0000419	107	1	1
C5654_63.0|ref0002650	100	0	0
scaffold85_66.7|ref0002048	885	1	3.55819209039548
C10239_70.0|ref0000406	212	1	7.90566037735849
scaffold191_53.7|ref0001733	41765	0.998491559918592	6.32740332814558
scaffold416_49.3|ref0000825	3155	1	3.84881141045959
C6190_63.0|ref0001071	105	0.914285714285714	0.914285714285714
C5608_70.0|ref0000095	100	0	0
C8883_60.0|ref0002801	161	1	2.63354037267081
C7816_91.0|ref0001701	137	0	0
C6620_63.0|ref0001914	110	0	0
C8599_19.0|ref0001716	154	0.961038961038961	0.961038961038961
C6432_63.0|ref0000876	107	0	0
C6646_63.0|ref0002404	110	0	0
C10903_75.0|ref0001946	245	1	5.95510204081633
C5794_37.0|ref0000147	102	1	1
C5706_78.0|ref0001346	101	0	0
C7965_66.0|ref0000349	141	0	0
C7794_92.0|ref0002585	136	0	0
C8961_60.0|ref0000546	163	0	0
C6788_63.0|ref0001123	112	0	0
C7766_63.0|ref0002697	135	0	0
C6054_63.0|ref0001134	104	0	0
C10823_63.0|ref0002079	241	1	5.9045643153527
C11353_53.0|ref0000375	274	0.401459854014599	0.401459854014599
C12903_77.0|ref0001186	556	1	6.36690647482014
C6818_63.0|ref0002630	113	0	0
scaffold293_53.9|ref0002605	92250	0.999989159891599	6.07291056910569
C8445_69.0|ref0000965	151	0	0
C7254_62.0|ref0000490	121	0	0
C11495_61.0|ref0002240	286	0	0
C5804_104.0|ref0001633	102	0	0
C6952_63.0|ref0001677	115	0.991304347826087	0.991304347826087
C8629_63.0|ref0000156	154	1	1
C5840_63.0|ref0002440	102	0	0
C7272_57.0|ref0002141	122	0	0
scaffold211_52.1|ref0001481	89747	0.950360457731178	5.95935240175159
C7720_63.0|ref0001619	133	0	0
C6914_107.0|ref0001998	114	0	0
scaffold157_68.0|ref0002626	676	1	16.491124260355
C14973_61.0|ref0001549	3595	1	10.2589707927677
C7544_63.0|ref0002822	129	0	0
C7908_13.0|ref0002472	140	0	0
C8709_24.0|ref0001863	156	0	0
C8845_51.0|ref0002827	160	1	1
C6864_107.0|ref0002806	114	1	2.99122807017544
C6794_63.0|ref0000807	112	0	0
C8053__5.0|ref0001673	143	0	0
C6026_63.0|ref0000283	103	0	0
C11129_63.0|ref0001399	257	1	9.91828793774319
C10959_61.0|ref0001259	248	0	0
C7610_70.0|ref0001940	131	0	0
C5614_66.0|ref0000923	100	0	0
scaffold143_52.7|ref0000794	175137	1	5.6516498512593
scaffold102_52.8|ref0001381	27918	0.990866107887384	4.11229314420804
scaffold282_51.6|ref0000935	54289	0.947392657812817	4.96397060177937
C7758_13.0|ref0000902	135	0	0
C8735_63.0|ref0001464	156	0	0
C15535_58.0|ref0002592	6776	1	5.31995277449823
C8967_90.0|ref0000323	163	0	0
C9017_62.0|ref0000410	163	1	1
C10527_63.0|ref0001970	225	1	4
C13015_63.0|ref0002635	587	1	6.7427597955707
scaffold111_52.2|ref0002578	106827	0.978526028064066	5.07855691913093
C6728_63.0|ref0002653	112	0	0
C8913_63.0|ref0001465	162	1	1.96913580246914
C13809_63.0|ref0000089	1077	1	13.1875580315692
C6552_63.0|ref0002546	109	0	0
C5972_39.0|ref0001806	103	0	0
C12765_63.0|ref0002237	517	1	7.75435203094778
C8387_49.0|ref0000549	150	0	0
C9119_120.0|ref0001983	165	1	65.3212121212121
C6000_60.0|ref0001508	103	0	0
C11265_63.0|ref0001462	266	1	6.92481203007519
C8989_62.0|ref0002759	163	0	0
scaffold75_60.4|ref0001953	396	0.98989898989899	2.31313131313131
scaffold412_53.1|ref0002213	17218	1	4.99035892670461
C6996_55.0|ref0002319	117	0	0
C11535_89.0|ref0001233	289	1	4.95847750865052
C7146_116.0|ref0002547	119	0	0
C11229_63.0|ref0000750	263	1	2.68060836501901
C7987_24.0|ref0000816	142	0.711267605633803	1.42253521126761
C5808_63.0|ref0002787	102	0	0
C8379_61.0|ref0002188	150	0	0
scaffold200_58.4|ref0002102	603	0.432835820895522	0.432835820895522
C5726_60.0|ref0000515	101	0	0
C8489_25.0|ref0002322	152	0	0
C6812_63.0|ref0001355	113	0	0
C12043_91.0|ref0000727	354	1	3.97175141242938
scaffold15_52.9|ref0000284	9207	1	5.2297165200391
scaffold500_55.7|ref0002183	15454	1	4.04024847935809
scaffold432_48.8|ref0002498	1622	1	9.08384710234279
C8017_102.0|ref0001080	142	1	1
C5592_82.0|ref0001143	100	0	0
scaffold209_52.9|ref0000972	68381	1	6.00548397946798
C8139_27.0|ref0000070	145	0	0
C8545_63.0|ref0000205	153	0	0
C6810_63.0|ref0001624	113	0	0
C6714_63.0|ref0001906	111	0	0
C6816_63.0|ref0001438	113	0	0
C7594_104.0|ref0000077	131	0.99236641221374	1.3587786259542
C8487_63.0|ref0000834	152	0	0
scaffold448_59.0|ref0002552	1805	1	3.74349030470914
C7961_46.0|ref0002329	141	0	0
C7981_118.0|ref0001850	141	0	0
C9159_63.0|ref0002068	167	0.994011976047904	0.994011976047904
C8337_142.0|ref0000973	149	0	0
scaffold402_51.2|ref0001901	18217	1	5.57237744963496
C15191_59.0|ref0002022	4633	1	2.34189510036693
C7026_59.0|ref0001670	117	0.982905982905983	0.982905982905983
C12009_63.0|ref0001936	347	1	4.97982708933718
C9037__5.0|ref0001471	163	1	40.5337423312883
C9345_63.0|ref0000707	176	1	5
C11309_61.0|ref0002411	271	1	1
C5648_63.0|ref0000136	100	0	0
C11111_63.0|ref0002523	257	1	70.7548638132296
C7340_56.0|ref0000514	124	0	0
C5842_63.0|ref0000444	102	0	0
C8315__5.0|ref0001097	149	0	0
C6378_55.0|ref0001558	107	0	0
C8699_63.0|ref0000065	156	1	1
C11961_49.0|ref0002641	339	1	3.67256637168142
C9833_63.0|ref0002534	196	0	0
C8347__4.0|ref0002364	149	0	0
C5718_63.0|ref0000908	101	0	0
C7554_63.0|ref0002845	130	0.969230769230769	0.969230769230769
C6624_53.0|ref0002333	110	0	0
C6778_237.0|ref0002625	112	0	0
scaffold419_50.8|ref0001095	46134	1	5.46057137902632
C9469_63.0|ref0000696	182	1	3.97802197802198
C10673_60.0|ref0002026	232	1	2.97844827586207
scaffold356_61.0|ref0002580	2120	1	5.12122641509434
scaffold372_59.0|ref0001971	16959	0.999823102777286	5.23497847750457
C6528_63.0|ref0001741	108	0	0
C7094_63.0|ref0001273	118	0	0
C9261_43.0|ref0001614	172	1	1
C8561_12.0|ref0001320	153	0.65359477124183	1.23529411764706
C11479_62.0|ref0002257	285	1	1
scaffold112_59.6|ref0001338	489	0.98159509202454	0.98159509202454
C5586_63.0|ref0000815	100	0	0
scaffold354_58.2|ref0002846	5336	0.999437781109445	6.77904797601199
scaffold18_54.5|ref0001726	62089	1	5.2103915347324
C10551_63.0|ref0000967	227	0	0
C5816_62.0|ref0002621	102	0	0
C8979_61.0|ref0000599	163	0	0
C8399__6.0|ref0001448	150	0	0
C5622_50.0|ref0000896	100	0	0
C10857_70.0|ref0001568	242	1	3.99173553719008
C8587__2.0|ref0002134	154	0	0
C7628_63.0|ref0002262	131	0	0
C5752_121.0|ref0001074	101	0	0
C13101_59.0|ref0000805	625	1	7.8656
scaffold208_59.5|ref0000975	622	1	5.34726688102894
C5836_63.0|ref0000716	102	0	0
C8827_62.0|ref0000446	159	0.949685534591195	0.949685534591195
C7812_32.0|ref0000609	137	1	73.0656934306569
C7606_14.0|ref0000744	131	0	0
C8113__4.0|ref0000828	144	0	0
C7650_63.0|ref0000541	132	0	0
C10971_63.0|ref0001401	249	1	5.36144578313253
C13091_60.0|ref0000463	620	1	3.50161290322581
scaffold180_52.1|ref0000309	40940	1	5.57227650219834
C8725_18.0|ref0001613	156	0	0
C5632_77.0|ref0001032	100	0	0
C7530__4.0|ref0000071	129	0	0
C7046_206.0|ref0001954	117	0.94017094017094	0.94017094017094
C10349_112.0|ref0001045	217	0	0
C10687_108.0|ref0001611	233	1	3.96995708154506
scaffold400_53.8|ref0002083	46979	0.925370910406778	3.91917665339833
C6474_185.0|ref0000593	108	1	4.41666666666667
C13849_53.0|ref0000233	1115	1	4.92645739910314
C8865_63.0|ref0001598	160	0	0
C6992_104.0|ref0000556	116	0	0
C5682_63.0|ref0002529	100	0	0
C9081_127.0|ref0001480	164	1	1.97560975609756
C10757_63.0|ref0000281	237	0	0
C5700_24.0|ref0002679	101	1	3.22772277227723
C10283_62.0|ref0002414	214	0	0
C7480_53.0|ref0001276	127	0	0
C6242_62.0|ref0000862	105	0	0
C6798_82.0|ref0000061	113	0.867256637168142	1.15929203539823
C7806_63.0|ref0002076	136	1	1
C5628_218.0|ref0000517	100	0	0
C15501_42.0|ref0001746	6552	1	5.86935286935287
C15655_53.0|ref0001270	7515	1	7.70059880239521
C7394_58.0|ref0000073	125	0	0
C8551_23.0|ref0002726	153	1	5.90196078431373
C13783_58.0|ref0000955	1052	1	9.67775665399239
C7502_63.0|ref0000836	128	0	0
C5688_55.0|ref0000883	100	0	0
C7562_63.0|ref0000264	130	0.561538461538462	0.561538461538462
C16795_53.0|ref0001883	24398	0.999959013033855	5.23415853758505
C7949_16.0|ref0001091	141	0	0
C7756_62.0|ref0000228	135	0	0
C5878_63.0|ref0000830	102	0	0
C7588__4.0|ref0000036	131	0	0
C6628_63.0|ref0002464	110	0	0
C8213__8.0|ref0002576	146	0	0
C8163_12.0|ref0001962	146	0.561643835616438	2.93150684931507
scaffold340_52.0|ref0001796	20486	1	5.32109733476521
C6806_63.0|ref0001651	113	0	0
scaffold308_56.0|ref0000403	23517	0.999319641110686	6.79903899306884
C6204_63.0|ref0000638	105	0	0
C7360_112.0|ref0000067	124	1	52.3790322580645
C7256_63.0|ref0000003	121	0	0
C12457_63.0|ref0001734	447	1	6.77181208053691
C6440_63.0|ref0001978	107	0	0
C11887_63.0|ref0000295	329	1	12.7082066869301
C8773__9.0|ref0000857	157	0	0
scaffold513_52.5|ref0002299	38908	1	5.71072787087488
C6330_135.0|ref0000882	106	0	0
C6104_63.0|ref0002506	104	0	0
C7076_212.0|ref0001855	118	0	0
C7548_63.0|ref0002149	129	0	0
C6332_61.0|ref0001938	106	0	0
C8647_93.0|ref0001228	155	1	27.2451612903226
C15973_55.0|ref0001824	10287	1	8.5103528725576
C9413_63.0|ref0001573	180	1	3.96111111111111
C8345_160.0|ref0001580	149	1	2.98657718120805
C6374_84.0|ref0001429	107	0	0
C6410_62.0|ref0001414	107	0	0
scaffold276_49.6|ref0000012	5434	1	6.01490614648509
C7736_47.0|ref0001316	134	0	0
